Is an Opportunity Zone,Census Tract FIPS code,County,State,Year,Inclusive Growth Score,Growth,Inclusion,Place,Place Growth,Place Inclusion,Net Occupancy Score,"Net Occupancy Base, %","Net Occupancy Tract, %",Residential Real Estate Value Score,"Residential Real Estate Value Base, %","Residential Real Estate Value Tract, %",Acres of Park Land Score,"Acres of Park Land Base, %","Acres of Park Land Tract, %",Affordable Housing Score,"Affordable Housing Base, %","Affordable Housing Tract, %",Internet Access Score,"Internet Access Base, %","Internet Access Tract, %",Travel Time to Work Score,"Travel Time to Work Base, %","Travel Time to Work Tract, %",Economy,Economy Growth,Economy Inclusion,New Businesses Score,"New Businesses Base, %","New Businesses Tract, %",Spend Growth Score,"Spend Growth Base, %","Spend Growth Tract, %",Small Business Loans Score,"Small Business Loans Base, %","Small Business Loans Tract, %",Minority/Women Owned Businesses Score,"Minority/Women Owned Businesses Base, %","Minority/Women Owned Businesses Tract, %",Labor Market Engagement Index Score,Labor Market Engagement Index Base,Labor Market Engagement Index Tract,Commercial Diversity Score,"Commercial Diversity Base, %","Commercial Diversity Tract, %",Community,Community Growth,Community Inclusion,Personal Income Score,"Personal Income Base, %","Personal Income Tract, %",Spending per Capita Score,"Spending per Capita Base, %","Spending per Capita Tract, %",Female Above Poverty Score,"Female Above Poverty Base, %","Female Above Poverty Tract, %",Gini Coefficient Score,Gini Coefficient Base,Gini Coefficient Tract,Early Education Enrollment Score,"Early Education Enrollment Base, %","Early Education Enrollment Tract, %",Health Insurance Coverage Score,"Health Insurance Coverage Base, %","Health Insurance Coverage Tract, %"
Yes,47157011300,Shelby County,Tennessee,2022,43.0,48.0,38.0,54.0,40.0,67.0,17.0,-0.3,-7.0,64.0,31.6,133.6,74.0,4.1,9.0,99.0,72.9,90.5,4.0,90.6,67.4,92.0,56.3,77.2,46.0,51.0,42.0,66.0,-15.0,-11.0,63.0,N/A,N/A,23.0,17.9,2.0,46.0,5.1,4.8,27.0,60.0,35.0,53.0,21.1,21.5,29.0,52.0,6.0,66.0,14.5,35.3,38.0,N/A,N/A,6.0,88.8,61.7,5.0,41.3,54.6,,27.4,,6.0,94.9,83.2
Yes,47157011300,Shelby County,Tennessee,2023,44.0,47.0,40.0,50.0,33.0,66.0,22.0,-0.5,-5.2,44.0,48.8,65.6,74.0,4.1,9.0,97.0,72.2,88.1,6.0,91.7,74.8,85.0,56.7,72.4,48.0,52.0,45.0,39.0,21.2,2.9,71.0,N/A,N/A,45.0,0.0,0.0,56.0,4.2,4.6,27.0,60.0,35.0,53.0,20.7,21.3,33.0,56.0,10.0,70.0,16.7,53.6,41.0,N/A,N/A,9.0,88.8,66.5,6.0,41.5,53.5,,27.8,,14.0,95.0,87.9
Yes,47157011300,Shelby County,Tennessee,2024,50.0,59.0,40.0,52.0,38.0,66.0,33.0,-0.3,-0.7,44.0,48.8,65.6,74.0,4.1,9.0,97.0,72.2,88.1,6.0,91.7,74.8,85.0,56.7,72.4,54.0,64.0,43.0,79.0,0.0,17.6,73.0,N/A,N/A,41.0,0.0,0.0,28.0,3.6,2.4,27.0,60.0,35.0,75.0,1.3,2.2,42.0,74.0,10.0,70.0,16.7,53.6,77.0,N/A,N/A,9.0,88.8,66.5,6.0,41.5,53.5,,27.8,,14.0,95.0,87.9
Yes,47157011300,Shelby County,Tennessee,2025,43.0,47.0,39.0,52.0,38.0,66.0,33.0,-0.3,-0.7,44.0,48.8,65.6,74.0,4.1,9.0,97.0,72.2,88.1,6.0,91.7,74.8,85.0,56.7,72.4,42.0,44.0,40.0,31.0,12.1,-11.8,60.0,N/A,N/A,41.0,0.0,0.0,40.0,3.2,2.7,27.0,60.0,35.0,54.0,20.5,21.1,35.0,60.0,10.0,70.0,16.7,53.6,50.0,N/A,N/A,9.0,88.8,66.5,6.0,41.5,53.5,,27.8,,14.0,95.0,87.9
Yes,47157002100,Shelby County,Tennessee,2017,45.0,50.0,40.0,57.0,56.0,58.0,65.0,2.1,20.2,47.0,-0.4,9.3,75.0,4.1,9.2,82.0,71.2,79.1,5.0,82.9,52.9,71.0,57.6,66.1,40.0,39.0,41.0,68.0,5.9,46.7,45.0,N/A,N/A,3.0,5.7,-40.0,82.0,4.0,7.1,22.0,59.0,27.0,18.0,20.1,13.5,38.0,56.0,21.0,72.0,3.3,28.3,41.0,N/A,N/A,4.0,86.3,48.2,2.0,41.3,57.2,68.0,25.5,32.8,11.0,91.2,81.5
Yes,47157002100,Shelby County,Tennessee,2018,44.0,50.0,37.0,47.0,38.0,56.0,60.0,2.1,11.8,15.0,5.4,-13.5,75.0,4.1,9.2,70.0,72.0,76.6,5.0,82.9,52.9,76.0,57.0,67.7,46.0,55.0,37.0,68.0,5.9,46.7,31.0,N/A,N/A,65.0,1.6,40.0,82.0,4.0,7.1,12.0,60.0,15.0,18.0,20.1,13.5,38.0,56.0,19.0,73.0,5.7,42.4,40.0,N/A,N/A,3.0,86.6,47.0,1.0,41.5,61.6,65.0,25.5,31.5,6.0,92.3,80.5
Yes,47157002100,Shelby County,Tennessee,2019,42.0,49.0,36.0,59.0,60.0,58.0,60.0,1.8,11.7,,16.5,,75.0,4.1,9.2,78.0,72.5,79.1,5.0,83.9,55.3,74.0,56.5,66.2,34.0,33.0,36.0,58.0,13.7,27.3,32.0,N/A,N/A,9.0,8.6,-14.3,82.0,4.0,7.1,8.0,60.0,10.0,18.0,20.1,13.5,34.0,54.0,14.0,73.0,9.2,62.1,34.0,N/A,N/A,3.0,87.0,48.0,0.0,41.6,66.0,45.0,25.3,23.4,6.0,93.3,82.2
Yes,47157002100,Shelby County,Tennessee,2020,38.0,40.0,37.0,47.0,32.0,62.0,49.0,1.5,5.6,15.0,25.2,2.3,75.0,4.1,9.2,90.0,72.8,82.7,4.0,84.9,55.8,80.0,55.8,69.0,39.0,39.0,39.0,56.0,7.4,17.9,45.0,N/A,N/A,16.0,8.1,-5.6,94.0,3.4,9.1,9.0,61.0,12.0,13.0,20.6,12.1,30.0,50.0,11.0,72.0,12.2,39.0,27.0,N/A,N/A,4.0,87.5,51.4,0.0,41.6,62.6,31.0,25.4,18.7,9.0,94.2,85.1
Yes,47157002100,Shelby County,Tennessee,2021,42.0,42.0,42.0,48.0,32.0,64.0,45.0,-0.0,2.9,18.0,25.7,1.9,75.0,4.1,9.2,99.0,73.3,90.4,10.0,89.1,73.6,72.0,55.6,64.9,45.0,48.0,42.0,48.0,5.3,9.1,40.0,N/A,N/A,56.0,7.1,29.4,77.0,5.0,8.3,36.0,59.0,45.0,14.0,20.6,12.6,32.0,46.0,19.0,68.0,13.8,31.9,25.0,N/A,N/A,15.0,88.8,72.5,4.0,41.3,54.9,20.0,27.5,15.2,36.0,95.0,93.2
Yes,47157002100,Shelby County,Tennessee,2022,46.0,35.0,57.0,53.0,40.0,66.0,40.0,-0.3,1.4,,31.6,,75.0,4.1,9.2,93.0,72.9,85.4,22.0,90.6,83.1,75.0,56.3,66.8,42.0,38.0,47.0,29.0,-15.0,-19.4,28.0,N/A,N/A,56.0,17.9,45.5,83.0,5.1,10.3,45.0,60.0,54.0,13.0,21.1,12.7,42.0,26.0,57.0,28.0,14.5,9.5,24.0,N/A,N/A,45.0,88.8,87.6,65.0,41.3,39.0,,27.4,,60.0,94.9,96.0
Yes,47157002100,Shelby County,Tennessee,2023,42.0,38.0,46.0,46.0,32.0,61.0,52.0,-0.5,6.2,11.0,48.8,1.4,75.0,4.1,9.2,88.0,72.2,82.7,10.0,91.7,78.2,70.0,56.7,64.8,45.5,43.0,48.0,34.0,21.2,17.2,72.0,N/A,N/A,24.0,0.0,-10.9,85.0,4.2,8.8,45.0,60.0,54.0,14.0,20.7,12.9,34.0,39.0,30.0,8.0,16.7,-9.3,70.0,N/A,N/A,19.0,88.8,76.5,26.0,41.5,46.0,,27.8,,44.0,95.0,94.3
Yes,47157002100,Shelby County,Tennessee,2024,42.0,35.0,48.0,46.0,30.0,61.0,48.0,-0.3,4.4,11.0,48.8,1.4,75.0,4.1,9.2,88.0,72.2,82.7,10.0,91.7,78.2,70.0,56.7,64.8,46.0,37.0,54.0,7.0,0.0,-29.4,68.0,N/A,N/A,36.0,0.0,0.0,94.0,3.6,12.5,45.0,60.0,54.0,23.0,1.3,0.7,34.0,38.0,30.0,8.0,16.7,-9.3,69.0,N/A,N/A,19.0,88.8,76.5,26.0,41.5,46.0,,27.8,,44.0,95.0,94.3
Yes,47157002100,Shelby County,Tennessee,2025,40.0,33.0,48.0,46.0,30.0,61.0,48.0,-0.3,4.4,11.0,48.8,1.4,75.0,4.1,9.2,88.0,72.2,82.7,10.0,91.7,78.2,70.0,56.7,64.8,50.0,47.0,52.0,67.0,12.1,33.3,38.0,N/A,N/A,36.0,0.0,0.0,91.0,3.2,9.4,45.0,60.0,54.0,19.0,20.5,14.0,26.0,22.0,30.0,8.0,16.7,-9.3,36.0,N/A,N/A,19.0,88.8,76.5,26.0,41.5,46.0,,27.8,,44.0,95.0,94.3
Yes,47157005900,Shelby County,Tennessee,2017,26.0,27.0,25.0,36.0,22.0,50.0,6.0,2.1,-17.1,37.0,-0.4,0.7,21.0,4.1,1.4,81.0,71.2,78.7,1.0,82.9,33.7,96.0,57.6,81.2,20.0,32.0,8.0,4.0,5.9,-57.4,28.0,N/A,N/A,63.0,5.7,50.0,0.1,0.0,0.0,4.0,59.0,4.0,11.0,20.1,11.4,22.0,26.0,18.0,48.0,3.3,8.3,3.0,N/A,N/A,15.0,86.3,67.0,46.0,41.3,42.0,8.1,25.5,8.3,2.0,91.2,75.1
Yes,47157005900,Shelby County,Tennessee,2018,28.0,31.0,25.0,36.0,25.0,48.0,7.0,2.1,-12.0,43.0,5.4,12.4,21.0,4.1,1.4,75.0,72.0,77.8,1.0,82.9,33.7,95.0,57.0,79.4,20.0,33.0,8.0,4.0,5.9,-57.4,62.0,N/A,N/A,32.0,1.6,0.1,0.1,0.0,0.0,5.0,60.0,5.0,11.0,20.1,11.4,28.0,36.0,19.0,7.0,5.7,-7.2,65.9,N/A,N/A,10.0,86.6,62.0,52.0,41.5,41.2,11.1,25.5,9.9,2.0,92.3,75.8
Yes,47157005900,Shelby County,Tennessee,2019,24.0,24.0,24.0,26.0,8.0,43.0,9.0,1.8,-9.1,7.0,16.5,-21.6,21.0,4.1,1.4,59.0,72.5,74.5,0.0,83.9,32.9,92.0,56.5,76.5,24.0,39.0,8.0,33.0,13.7,11.8,63.0,N/A,N/A,22.0,8.6,-0.0,0.1,0.0,0.0,4.0,60.0,5.0,11.0,20.1,11.4,22.0,24.0,20.0,3.0,9.2,-8.9,45.0,N/A,N/A,6.0,87.0,57.0,61.0,41.6,40.0,11.1,25.3,9.7,1.0,93.3,75.8
Yes,47157005900,Shelby County,Tennessee,2020,24.0,29.0,20.0,26.0,10.0,41.0,14.0,1.5,-5.8,7.0,25.2,-15.6,21.0,4.1,1.4,51.0,72.8,73.0,0.0,84.9,31.1,92.0,55.8,76.2,36.0,66.0,7.0,69.0,7.4,68.4,65.0,N/A,N/A,63.0,8.1,44.4,0.1,0.0,0.0,3.0,61.0,3.0,11.0,20.6,11.5,11.0,10.0,12.0,20.0,12.2,6.7,1.0,N/A,N/A,4.0,87.5,51.4,32.0,41.6,44.7,12.0,25.4,10.0,1.0,94.2,74.6
Yes,47157005900,Shelby County,Tennessee,2021,25.0,38.0,12.0,22.0,12.0,31.0,14.0,-0.0,-11.2,11.0,25.7,-15.4,21.0,4.1,1.4,30.1,73.3,67.6,0.0,89.1,32.0,72.0,55.6,64.8,24.0,44.0,4.0,17.0,5.3,-3.1,51.0,N/A,N/A,65.0,7.1,69.1,,,,0.0,59.0,0.0,9.0,20.6,11.1,30.0,58.0,1.0,52.0,13.8,21.9,63.0,N/A,N/A,1.0,88.8,43.2,1.0,41.3,63.1,,27.5,,0.0,95.0,69.5
Yes,47157005900,Shelby County,Tennessee,2022,25.0,33.0,17.0,30.0,15.0,46.0,15.0,-0.3,-13.3,,31.6,,21.0,4.1,1.4,88.0,72.9,83.1,0.0,90.6,35.0,77.0,56.3,67.7,20.0,37.0,4.0,68.0,-15.0,80.6,25.0,N/A,N/A,19.0,17.9,4.7,,,,0.0,60.0,0.0,7.0,21.1,10.6,24.0,48.0,0.0,66.0,14.5,45.8,30.0,N/A,N/A,0.0,88.8,31.5,0.0,41.3,65.2,,27.4,,1.0,94.9,73.4
Yes,47157005900,Shelby County,Tennessee,2023,23.0,30.5,16.0,25.0,10.0,40.0,17.0,-0.5,-11.9,3.0,48.8,-49.9,21.0,4.1,1.4,73.0,72.2,78.1,1.0,91.7,55.7,63.0,56.7,61.6,17.0,30.0,4.0,7.0,21.2,-37.4,60.0,N/A,N/A,23.5,0.0,-8.7,0.0,0.0,0.0,0.0,60.0,0.0,8.0,20.7,10.8,28.0,52.0,4.0,,16.7,,52.0,N/A,N/A,0.0,88.8,31.8,0.1,41.5,69.3,13.0,27.8,12.3,2.0,95.0,78.5
Yes,47157005900,Shelby County,Tennessee,2024,22.0,27.0,17.0,28.0,16.0,40.0,28.0,-0.3,-4.1,3.0,48.8,-49.9,21.0,4.1,1.4,73.0,72.2,78.1,1.0,91.7,55.7,63.0,56.7,61.6,30.0,54.0,6.0,66.0,0.0,45.7,61.0,N/A,N/A,34.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,13.0,1.3,0.4,8.0,11.0,4.0,,16.7,,11.0,N/A,N/A,0.0,88.8,31.8,0.1,41.5,69.3,13.0,27.8,12.3,2.0,95.0,78.5
Yes,47157005900,Shelby County,Tennessee,2025,20.0,25.0,16.0,28.0,16.0,40.0,28.0,-0.3,-4.1,3.0,48.8,-49.9,21.0,4.1,1.4,73.0,72.2,78.1,1.0,91.7,55.7,63.0,56.7,61.6,14.0,25.0,4.0,7.0,12.1,-25.5,34.0,N/A,N/A,34.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,9.0,20.5,11.0,19.0,34.0,4.0,,16.7,,34.0,N/A,N/A,0.0,88.8,31.8,0.1,41.5,69.3,13.0,27.8,12.3,2.0,95.0,78.5
N/A,47157006200,Shelby County,Tennessee,2017,38.0,42.0,34.0,28.0,17.0,40.0,4.0,2.1,-18.4,30.0,-0.4,-4.8,34.0,4.1,2.4,33.0,71.2,66.9,1.0,82.9,34.6,94.0,57.6,79.8,46.0,60.0,32.0,60.0,5.9,27.3,66.0,N/A,N/A,55.0,5.7,23.1,79.0,4.0,6.7,5.0,59.0,5.0,11.0,20.1,11.4,38.0,48.0,29.0,66.0,3.3,17.7,29.0,N/A,N/A,15.0,86.3,66.6,17.0,41.3,47.7,80.0,25.5,39.3,4.0,91.2,77.3
N/A,47157006200,Shelby County,Tennessee,2018,34.0,36.0,32.0,24.0,9.0,40.0,4.0,2.1,-18.5,14.0,5.4,-15.4,34.0,4.1,2.4,31.0,72.0,67.3,1.0,82.9,34.6,93.0,57.0,78.2,36.0,40.0,31.0,60.0,5.9,27.3,8.0,N/A,N/A,51.0,1.6,12.5,79.0,4.0,6.7,4.0,60.0,4.0,11.0,20.1,11.4,43.0,60.0,26.0,69.0,5.7,26.4,52.0,N/A,N/A,19.0,86.6,71.0,10.0,41.5,50.4,74.0,25.5,35.5,2.0,92.3,76.9
N/A,47157006200,Shelby County,Tennessee,2019,28.0,25.0,30.0,24.0,10.0,39.0,4.0,1.8,-23.4,17.0,16.5,-3.8,34.0,4.1,2.4,30.0,72.5,67.5,1.0,83.9,36.3,92.0,56.5,76.7,20.0,10.0,31.0,22.0,13.7,7.1,2.0,N/A,N/A,5.0,8.6,-27.8,79.0,4.0,6.7,3.0,60.0,3.0,11.0,20.1,11.4,38.0,54.0,21.0,70.0,9.2,36.5,37.0,N/A,N/A,22.0,87.0,74.0,4.0,41.6,55.3,58.0,25.3,28.3,1.0,93.3,75.3
N/A,47157006200,Shelby County,Tennessee,2020,34.0,34.0,33.0,22.0,4.0,40.0,4.0,1.5,-22.7,5.0,25.2,-24.4,34.0,4.1,2.4,34.0,72.8,68.7,1.0,84.9,37.9,93.0,55.8,77.1,32.0,33.0,32.0,20.0,7.4,0.0,66.0,N/A,N/A,14.0,8.1,-7.7,85.0,3.4,6.7,3.0,61.0,3.0,7.0,20.6,10.0,46.0,66.0,26.0,66.0,12.2,29.7,67.0,N/A,N/A,19.0,87.5,73.0,2.0,41.6,57.1,85.0,25.4,42.7,0.0,94.2,73.6
N/A,47157006200,Shelby County,Tennessee,2021,38.0,42.0,35.0,28.0,10.0,46.0,5.0,-0.0,-20.7,15.0,25.7,-4.9,34.0,4.1,2.4,65.0,73.3,76.9,0.0,89.1,40.3,87.0,55.6,72.7,45.0,55.0,35.0,63.0,5.3,26.7,36.0,N/A,N/A,67.0,7.1,100.0,96.0,5.0,15.8,3.0,59.0,3.0,7.0,20.6,10.0,43.0,62.0,24.0,61.0,13.8,25.9,62.0,N/A,N/A,5.0,88.8,58.7,1.0,41.3,61.0,88.0,27.5,51.9,1.0,95.0,73.7
N/A,47157006200,Shelby County,Tennessee,2022,30.0,27.0,33.0,32.0,16.0,47.0,17.0,-0.3,-8.8,15.0,31.6,-0.5,34.0,4.1,2.4,63.0,72.9,76.3,0.0,90.6,49.6,90.0,56.3,75.8,29.0,23.0,35.0,9.0,-15.0,-31.6,43.0,N/A,N/A,16.0,17.9,0.0,94.0,5.1,15.4,5.0,60.0,6.0,7.0,21.1,10.6,30.0,42.0,17.0,20.0,14.5,6.5,65.0,N/A,N/A,4.0,88.8,57.7,11.0,41.3,50.6,51.0,27.4,27.9,2.0,94.9,78.2
N/A,47157006200,Shelby County,Tennessee,2023,25.0,20.5,29.0,42.0,40.0,44.0,38.0,-0.5,-0.3,42.0,48.8,60.5,34.0,4.1,2.4,57.0,72.2,74.1,0.0,91.7,53.6,86.0,56.7,73.1,22.5,15.5,30.0,20.0,21.2,7.7,1.0,N/A,N/A,25.5,0.0,-8.3,77.0,4.2,7.1,5.0,60.0,6.0,7.0,20.7,10.6,8.0,5.0,12.0,8.0,16.7,-4.7,2.0,N/A,N/A,7.0,88.8,63.6,21.0,41.5,47.2,16.0,27.8,13.8,5.0,95.0,82.3
N/A,47157006200,Shelby County,Tennessee,2024,29.0,24.0,34.0,47.0,50.0,44.0,58.0,-0.3,7.6,42.0,48.8,60.5,34.0,4.1,2.4,57.0,72.2,74.1,0.0,91.7,53.6,86.0,56.7,73.1,30.0,14.0,46.0,6.0,0.0,-21.4,0.0,N/A,N/A,36.0,0.0,0.0,88.0,3.6,9.1,5.0,60.0,6.0,,,,10.0,7.0,12.0,8.0,16.7,-4.7,6.0,N/A,N/A,7.0,88.8,63.6,21.0,41.5,47.2,16.0,27.8,13.8,5.0,95.0,82.3
N/A,47157006200,Shelby County,Tennessee,2025,31.0,33.0,29.0,47.0,50.0,44.0,58.0,-0.3,7.6,42.0,48.8,60.5,34.0,4.1,2.4,57.0,72.2,74.1,0.0,91.7,53.6,86.0,56.7,73.1,37.0,42.0,32.0,48.0,12.1,18.2,,N/A,N/A,36.0,0.0,0.0,87.0,3.2,7.7,5.0,60.0,6.0,5.0,20.5,9.1,10.0,8.0,12.0,8.0,16.7,-4.7,,N/A,N/A,7.0,88.8,63.6,21.0,41.5,47.2,16.0,27.8,13.8,5.0,95.0,82.3
N/A,47157006400,Shelby County,Tennessee,2017,28.3,31.2,24.5,51.9,55.7,49.1,68.0,2.1,28.7,42.4,-0.4,4.9,23.4,4.1,1.6,78.4,71.2,78.2,1.4,82.9,39.2,94.1,57.6,79.8,14.8,23.6,7.1,66.3,5.9,99.1,1.0,N/A,N/A,3.6,5.7,-29.4,1.0,0.1,0.1,8.8,59.0,9.9,5.5,20.1,8.7,16.3,15.2,18.3,11.4,3.3,-11.0,19.1,N/A,N/A,15.2,86.3,66.5,7.4,41.3,51.9,42.0,25.5,22.6,10.4,91.2,81.0
N/A,47157006400,Shelby County,Tennessee,2018,40.2,51.0,28.4,54.9,57.7,52.0,65.1,2.1,15.7,49.4,5.4,19.2,23.4,4.1,1.6,86.3,72.0,80.9,1.4,82.9,39.2,96.0,57.0,80.8,28.6,48.3,9.0,66.3,5.9,99.1,1.2,N/A,N/A,31.4,1.6,0.2,1.0,0.1,0.1,12.7,60.0,15.7,5.5,20.1,8.7,35.1,46.0,24.2,45.5,5.7,7.3,1.5,N/A,N/A,17.2,86.6,69.9,10.7,41.5,50.6,58.7,25.5,28.8,12.2,92.3,83.6
N/A,47157006400,Shelby County,Tennessee,2019,44.1,55.8,31.4,53.9,55.7,53.0,54.2,1.8,7.3,58.1,16.5,51.8,23.4,4.1,1.6,89.3,72.5,82.5,1.4,83.9,44.6,97.0,56.5,82.4,28.5,45.0,12.9,65.8,13.7,73.8,2.2,N/A,N/A,66.2,8.6,125.8,1.0,0.1,0.1,19.5,60.0,24.5,5.5,20.1,8.7,47.9,66.6,29.2,68.1,9.2,26.8,65.1,N/A,N/A,24.1,87.0,75.3,8.6,41.6,51.2,66.8,25.3,32.1,17.0,93.3,87.1
N/A,47157006400,Shelby County,Tennessee,2020,40.2,44.1,35.3,46.1,40.2,52.1,17.0,1.5,-3.5,63.5,25.2,88.6,23.4,4.1,1.6,83.6,72.8,80.9,2.3,84.9,49.1,98.0,55.8,84.4,36.3,56.7,15.9,62.8,7.4,42.2,59.3,N/A,N/A,48.0,8.1,18.6,1.1,0.1,0.1,28.3,61.0,36.2,3.6,20.6,6.3,37.2,35.3,39.0,69.4,12.2,32.4,1.1,N/A,N/A,35.0,87.5,82.3,23.2,41.6,46.6,74.0,25.4,35.7,24.9,94.2,90.4
N/A,47157006400,Shelby County,Tennessee,2021,49.9,56.7,44.1,51.0,54.0,48.1,46.0,-0.0,3.0,63.0,25.7,91.2,23.4,4.1,1.6,67.9,73.3,77.7,5.0,89.1,66.4,95.1,55.6,80.7,41.1,58.6,23.6,61.1,5.3,29.2,67.0,N/A,N/A,48.5,7.1,20.5,0.8,0.1,0.1,44.0,59.0,52.8,3.6,20.6,7.4,59.6,57.7,61.5,49.5,13.8,17.7,65.9,N/A,N/A,59.0,88.8,90.9,72.2,41.3,37.6,,27.5,,54.3,95.0,95.5
N/A,47157006400,Shelby County,Tennessee,2022,40.2,36.2,43.2,50.0,46.0,54.0,38.9,-0.3,0.7,52.2,31.6,61.4,23.4,4.1,1.6,83.5,72.9,81.8,10.9,90.6,76.9,97.0,56.3,84.3,23.6,32.3,14.9,0.5,-15.0,-68.3,35.2,N/A,N/A,62.2,17.9,69.5,1.1,0.1,0.1,26.3,60.0,33.3,3.7,21.1,8.2,46.0,30.4,60.6,36.3,14.5,12.7,25.4,N/A,N/A,87.1,88.8,96.2,56.7,41.3,40.3,,27.4,,38.0,94.9,93.4
N/A,47157006400,Shelby County,Tennessee,2023,31.3,30.2,33.4,48.1,46.0,51.2,41.6,-0.5,1.5,49.3,48.8,73.8,23.4,4.1,1.6,64.3,72.2,75.8,20.9,91.7,84.2,97.0,56.7,84.2,21.5,27.4,14.7,58.0,21.2,49.6,3.7,N/A,N/A,20.6,0.0,-25.1,0.3,0.1,0.0,26.3,60.0,33.3,3.7,20.7,7.6,26.3,18.2,35.4,34.2,16.7,13.5,3.2,N/A,N/A,57.8,88.8,90.7,31.5,41.5,44.7,,27.8,,16.0,95.0,88.4
N/A,47157006400,Shelby County,Tennessee,2024,38.2,42.0,33.4,44.2,38.1,51.2,26.9,-0.3,-3.5,49.3,48.8,73.8,23.4,4.1,1.6,64.3,72.2,75.8,20.9,91.7,84.2,97.0,56.7,84.2,26.5,38.3,14.7,63.1,0.0,49.3,17.5,N/A,N/A,34.2,0.0,0.0,0.3,0.1,0.0,26.3,60.0,33.3,4.8,1.3,0.2,42.0,48.5,35.4,34.2,16.7,13.5,62.8,N/A,N/A,57.8,88.8,90.7,31.5,41.5,44.7,,27.8,,16.0,95.0,88.4
N/A,47157006400,Shelby County,Tennessee,2025,32.3,32.2,33.4,44.2,38.1,51.2,26.9,-0.3,-3.5,49.3,48.8,73.8,23.4,4.1,1.6,64.3,72.2,75.8,20.9,91.7,84.2,97.0,56.7,84.2,19.5,24.3,14.7,4.5,12.1,-21.7,34.3,N/A,N/A,34.2,0.0,0.0,0.4,0.1,0.0,26.3,60.0,33.3,3.7,20.5,8.2,34.3,34.2,35.4,34.2,16.7,13.5,34.1,N/A,N/A,57.8,88.8,90.7,31.5,41.5,44.7,,27.8,,16.0,95.0,88.4
N/A,47157021355,Shelby County,Tennessee,2017,64.0,70.9,56.1,71.9,78.8,64.0,87.7,2.1,9.4,70.0,-0.4,5.9,25.2,4.1,1.7,65.9,71.2,74.9,84.8,82.9,92.6,78.0,57.6,69.3,62.0,58.9,66.1,66.9,5.9,6.4,61.0,N/A,N/A,50.0,5.7,-5.2,11.5,4.0,1.7,90.9,59.0,93.9,96.8,20.1,37.9,56.0,73.8,38.2,86.7,3.3,14.7,61.0,N/A,N/A,69.1,86.3,91.6,5.3,41.3,53.2,43.1,25.5,23.1,37.4,91.2,89.0
N/A,47157021355,Shelby County,Tennessee,2018,66.0,73.9,57.1,68.9,75.8,62.0,81.7,2.1,6.7,70.0,5.4,12.9,25.2,4.1,1.7,59.0,72.0,74.0,84.8,82.9,92.6,77.1,57.0,68.4,64.0,62.0,66.1,66.9,5.9,6.4,43.3,N/A,N/A,74.9,1.6,9.0,11.5,4.0,1.7,90.9,60.0,93.9,96.8,20.1,37.9,61.9,82.7,42.2,90.7,5.7,22.7,74.6,N/A,N/A,78.0,86.6,93.6,3.4,41.5,55.5,44.0,25.5,23.2,43.4,92.3,91.3
N/A,47157021355,Shelby County,Tennessee,2019,60.0,62.9,56.1,62.0,62.9,60.0,75.8,1.8,4.5,50.1,16.5,4.4,25.2,4.1,1.7,48.1,72.5,72.0,85.8,83.9,93.4,81.0,56.5,69.8,60.0,55.0,65.1,48.1,13.7,5.8,72.9,N/A,N/A,43.1,8.6,-7.8,11.5,4.0,1.7,87.9,60.0,92.0,96.8,20.1,37.9,58.0,71.8,43.2,87.7,9.2,22.3,57.0,N/A,N/A,85.0,87.0,95.0,3.4,41.6,56.4,46.9,25.3,24.3,37.4,93.3,91.4
N/A,47157021355,Shelby County,Tennessee,2020,62.0,65.9,58.1,61.9,62.9,61.0,81.6,1.5,6.1,44.1,25.2,3.9,25.2,4.1,1.7,44.1,72.8,71.4,87.7,84.9,94.3,87.9,55.8,73.2,69.9,69.8,70.0,80.7,7.4,16.2,51.1,N/A,N/A,78.7,8.1,19.7,28.3,3.4,2.3,85.0,61.0,90.0,96.8,20.6,38.3,54.1,63.9,43.2,76.7,12.2,18.4,52.2,N/A,N/A,91.9,87.5,96.7,3.4,41.6,56.0,50.0,25.4,25.4,26.5,94.2,90.6
N/A,47157021355,Shelby County,Tennessee,2021,58.0,55.9,61.0,51.0,38.0,63.9,42.0,-0.0,-9.9,33.0,25.7,-33.1,25.2,4.1,1.7,64.0,73.3,76.8,87.4,89.1,96.2,77.0,55.6,67.3,71.0,66.9,75.0,64.9,5.3,5.2,51.0,N/A,N/A,83.9,7.1,27.9,43.2,5.0,4.5,83.9,59.0,87.9,96.8,20.6,37.6,52.0,61.8,43.1,72.6,13.8,18.1,50.0,N/A,N/A,94.6,88.8,97.8,13.2,41.3,49.7,0.6,27.5,0.3,21.5,95.0,90.3
N/A,47157021355,Shelby County,Tennessee,2022,54.0,54.9,54.1,50.0,38.1,60.9,40.1,-0.3,-23.8,36.0,31.6,-18.7,25.2,4.1,1.7,62.0,72.9,76.0,77.6,90.6,95.2,79.0,56.3,68.9,68.0,73.8,62.1,90.7,-15.0,16.3,66.9,N/A,N/A,64.8,17.9,18.2,10.6,5.1,2.0,78.9,60.0,84.9,97.8,21.1,40.2,46.1,53.9,38.3,57.7,14.5,12.4,51.0,N/A,N/A,78.7,88.8,94.8,17.3,41.3,48.0,0.7,27.4,0.5,19.5,94.9,89.8
