Is an Opportunity Zone,Census Tract FIPS code,County,State,Year,Inclusive Growth Score,Growth,Inclusion,Place,Place Growth,Place Inclusion,Net Occupancy Score,"Net Occupancy Base, %","Net Occupancy Tract, %",Residential Real Estate Value Score,"Residential Real Estate Value Base, %","Residential Real Estate Value Tract, %",Acres of Park Land Score,"Acres of Park Land Base, %","Acres of Park Land Tract, %",Affordable Housing Score,"Affordable Housing Base, %","Affordable Housing Tract, %",Internet Access Score,"Internet Access Base, %","Internet Access Tract, %",Travel Time to Work Score,"Travel Time to Work Base, %","Travel Time to Work Tract, %",Economy,Economy Growth,Economy Inclusion,New Businesses Score,"New Businesses Base, %","New Businesses Tract, %",Spend Growth Score,"Spend Growth Base, %","Spend Growth Tract, %",Small Business Loans Score,"Small Business Loans Base, %","Small Business Loans Tract, %",Minority/Women Owned Businesses Score,"Minority/Women Owned Businesses Base, %","Minority/Women Owned Businesses Tract, %",Labor Market Engagement Index Score,Labor Market Engagement Index Base,Labor Market Engagement Index Tract,Commercial Diversity Score,"Commercial Diversity Base, %","Commercial Diversity Tract, %",Community,Community Growth,Community Inclusion,Personal Income Score,"Personal Income Base, %","Personal Income Tract, %",Spending per Capita Score,"Spending per Capita Base, %","Spending per Capita Tract, %",Female Above Poverty Score,"Female Above Poverty Base, %","Female Above Poverty Tract, %",Gini Coefficient Score,Gini Coefficient Base,Gini Coefficient Tract,Early Education Enrollment Score,"Early Education Enrollment Base, %","Early Education Enrollment Tract, %",Health Insurance Coverage Score,"Health Insurance Coverage Base, %","Health Insurance Coverage Tract, %"
Yes,47157003600,Shelby County,Tennessee,2020,33.0,36.0,30.0,28.0,6.0,49.0,7.0,1.5,-8.2,5.0,25.2,-28.4,6.0,4.1,0.3,98.0,72.8,87.5,8.0,84.9,61.8,83.0,55.8,70.1,42.0,47.0,37.0,73.0,7.4,14.2,40.0,N/A,N/A,28.0,8.1,-7.7,1.0,3.4,0.6,40.0,61.0,50.0,69.0,20.6,24.5,30.0,54.0,5.0,70.0,12.2,23.8,37.0,N/A,N/A,16.0,87.5,70.3,1.0,41.6,59.2,1.0,25.4,0.0,1.0,94.2,77.0
Yes,47157003600,Shelby County,Tennessee,2021,39.0,45.0,33.0,38.0,26.0,49.0,16.0,-0.0,-6.9,36.0,25.7,24.9,6.0,4.1,0.3,88.0,73.3,83.5,13.0,89.1,75.5,88.0,55.6,73.9,48.0,56.0,39.0,73.0,5.3,10.6,29.0,N/A,N/A,66.0,7.1,22.2,2.0,5.0,1.1,47.0,59.0,57.0,69.0,20.6,24.5,32.0,54.0,10.0,77.0,13.8,36.0,32.0,N/A,N/A,14.0,88.8,71.2,0.0,41.3,67.2,,27.5,,17.0,95.0,89.0
Yes,47157003600,Shelby County,Tennessee,2022,41.0,46.0,36.0,34.0,17.0,52.0,17.0,-0.3,-7.6,,31.6,,6.0,4.1,0.3,87.0,72.9,83.1,15.0,90.6,79.9,100.0,56.3,91.9,51.0,52.0,50.0,37.0,-15.0,-28.1,44.0,N/A,N/A,75.0,17.9,59.1,6.0,5.1,1.6,73.0,60.0,80.0,72.0,21.1,25.6,37.0,69.0,5.0,74.0,14.5,31.8,64.0,N/A,N/A,6.0,88.8,61.0,1.0,41.3,59.3,,27.4,,9.0,94.9,85.3
Yes,47157003600,Shelby County,Tennessee,2023,39.5,42.5,37.0,42.0,29.0,55.0,29.0,-0.5,-2.8,,48.8,,6.0,4.1,0.3,87.0,72.2,82.4,31.0,91.7,87.4,97.0,56.7,83.4,49.0,48.5,49.0,67.0,21.2,25.8,40.0,N/A,N/A,38.5,0.0,-11.8,5.0,4.2,1.2,73.0,60.0,80.0,70.0,20.7,25.0,28.0,50.0,7.0,72.0,16.7,33.3,28.0,N/A,N/A,9.0,88.8,66.3,3.0,41.5,56.1,,27.8,,9.0,95.0,85.5
Yes,47157003600,Shelby County,Tennessee,2024,47.0,46.0,48.0,38.0,22.0,55.0,22.0,-0.3,-5.4,,48.8,,6.0,4.1,0.3,87.0,72.2,82.4,31.0,91.7,87.4,97.0,56.7,83.4,66.0,51.0,82.0,40.0,0.0,-9.9,64.0,N/A,N/A,50.0,0.0,0.0,,,,73.0,60.0,80.0,90.0,1.3,3.5,36.0,64.0,7.0,72.0,16.7,33.3,55.0,N/A,N/A,9.0,88.8,66.3,3.0,41.5,56.1,,27.8,,9.0,95.0,85.5
Yes,47157003600,Shelby County,Tennessee,2025,46.0,46.0,45.0,38.0,22.0,55.0,22.0,-0.3,-5.4,,48.8,,6.0,4.1,0.3,87.0,72.2,82.4,31.0,91.7,87.4,97.0,56.7,83.4,66.0,61.0,72.0,74.0,12.1,18.6,59.0,N/A,N/A,50.0,0.0,0.0,,,,73.0,60.0,80.0,72.0,20.5,25.2,32.0,56.0,7.0,72.0,16.7,33.3,39.0,N/A,N/A,9.0,88.8,66.3,3.0,41.5,56.1,,27.8,,9.0,95.0,85.5
Yes,47157003900,Shelby County,Tennessee,2017,39.0,43.0,35.0,46.0,35.0,58.0,35.0,2.1,2.2,,-0.4,,39.0,4.1,2.9,99.0,71.2,94.1,1.0,82.9,37.6,91.0,57.6,77.0,41.0,44.0,38.0,62.0,5.9,15.4,68.0,N/A,N/A,2.0,5.7,-50.0,82.0,4.0,7.1,4.0,59.0,4.0,27.0,20.1,15.5,30.0,51.0,10.0,33.0,3.3,1.9,69.0,N/A,N/A,2.0,86.3,41.5,4.0,41.3,54.9,27.0,25.5,17.3,8.0,91.2,79.9
Yes,47157003900,Shelby County,Tennessee,2018,48.0,59.0,36.0,60.0,61.0,58.0,61.0,2.1,12.4,,5.4,,39.0,4.1,2.9,99.0,72.0,93.7,1.0,82.9,37.6,91.0,57.0,75.9,52.0,65.0,38.0,62.0,5.9,15.4,66.0,N/A,N/A,67.0,1.6,75.0,82.0,4.0,7.1,4.0,60.0,4.0,27.0,20.1,15.5,32.0,52.0,12.0,62.0,5.7,18.3,41.0,N/A,N/A,3.0,86.6,45.8,2.0,41.5,57.1,35.0,25.5,20.0,6.0,92.3,80.2
Yes,47157003900,Shelby County,Tennessee,2019,43.0,49.0,37.0,60.0,61.0,58.0,61.0,1.8,12.7,,16.5,,39.0,4.1,2.9,100.0,72.5,94.0,1.0,83.9,39.0,94.0,56.5,78.2,38.0,39.0,38.0,17.0,13.7,-6.7,65.0,N/A,N/A,36.0,8.6,9.5,82.0,4.0,7.1,4.0,60.0,5.0,27.0,20.1,15.5,31.0,48.0,14.0,69.0,9.2,36.4,28.0,N/A,N/A,3.0,87.0,48.8,1.0,41.6,58.5,47.0,25.3,24.1,3.0,93.3,79.1
Yes,47157003900,Shelby County,Tennessee,2020,42.0,48.0,37.0,61.0,64.0,58.0,64.0,1.5,15.1,,25.2,,39.0,4.1,2.9,99.0,72.8,92.7,1.0,84.9,41.1,93.0,55.8,77.5,28.0,16.0,41.0,20.0,7.4,-7.1,23.0,N/A,N/A,5.0,8.1,-21.7,90.0,3.4,7.7,5.0,61.0,6.0,27.0,20.6,16.1,38.0,65.0,12.0,69.0,12.2,40.7,61.0,N/A,N/A,4.0,87.5,53.3,2.0,41.6,57.5,42.0,25.4,22.5,2.0,94.2,78.8
Yes,47157003900,Shelby County,Tennessee,2021,36.0,41.0,32.0,56.0,52.0,60.0,52.0,-0.0,5.6,,25.7,,39.0,4.1,2.9,100.0,73.3,94.8,1.0,89.1,54.2,99.0,55.6,86.2,31.0,28.0,34.0,46.0,5.3,5.1,23.0,N/A,N/A,14.0,7.1,-11.1,71.0,5.0,7.3,4.0,59.0,5.0,26.0,20.6,15.8,22.0,42.0,3.0,65.0,13.8,31.6,18.0,N/A,N/A,1.0,88.8,40.5,2.0,41.3,57.2,,27.5,,5.0,95.0,82.2
Yes,47157003900,Shelby County,Tennessee,2022,38.0,40.0,36.0,49.0,38.0,60.0,38.0,-0.3,0.8,,31.6,,39.0,4.1,2.9,100.0,72.9,94.2,1.0,90.6,59.5,98.0,56.3,84.3,42.0,40.0,44.0,24.0,-15.0,-26.8,53.0,N/A,N/A,42.0,17.9,25.0,82.0,5.1,10.0,16.0,60.0,21.0,33.0,21.1,17.7,22.0,41.0,3.0,34.0,14.5,13.4,48.0,N/A,N/A,1.0,88.8,44.6,3.0,41.3,55.7,,27.4,,5.0,94.9,81.9
Yes,47157003900,Shelby County,Tennessee,2023,34.0,32.0,35.0,42.0,27.0,57.0,27.0,-0.5,-3.0,,48.8,,39.0,4.1,2.9,98.0,72.2,88.6,3.0,91.7,69.5,89.0,56.7,75.7,40.0,37.0,42.0,45.0,21.2,20.0,49.0,N/A,N/A,18.0,0.0,-0.3,83.0,4.2,8.3,16.0,60.0,21.0,28.0,20.7,16.4,19.0,33.0,5.0,25.0,16.7,10.8,41.0,N/A,N/A,,88.8,,7.0,41.5,53.1,,27.8,,3.0,95.0,80.2
Yes,47157003900,Shelby County,Tennessee,2024,38.0,40.0,37.0,45.0,33.0,57.0,33.0,-0.3,-0.8,,48.8,,39.0,4.1,2.9,98.0,72.2,88.6,3.0,91.7,69.5,89.0,56.7,75.7,48.0,48.0,48.0,56.0,0.0,5.6,52.0,N/A,N/A,35.0,0.0,0.0,84.0,3.6,7.9,16.0,60.0,21.0,43.0,1.3,1.1,22.0,38.0,5.0,25.0,16.7,10.8,51.0,N/A,N/A,,88.8,,7.0,41.5,53.1,,27.8,,3.0,95.0,80.2
Yes,47157003900,Shelby County,Tennessee,2025,34.0,34.0,35.0,45.0,33.0,57.0,33.0,-0.3,-0.8,,48.8,,39.0,4.1,2.9,98.0,72.2,88.6,3.0,91.7,69.5,89.0,56.7,75.7,40.0,38.0,43.0,34.0,12.1,5.3,45.0,N/A,N/A,35.0,0.0,0.0,86.0,3.2,7.5,16.0,60.0,21.0,27.0,20.5,15.7,18.0,32.0,5.0,25.0,16.7,10.8,40.0,N/A,N/A,,88.8,,7.0,41.5,53.1,,27.8,,3.0,95.0,80.2
N/A,47157005500,Shelby County,Tennessee,2017,40.0,48.0,32.0,23.0,8.0,38.0,4.0,2.1,-30.3,11.0,-0.4,-21.5,16.0,4.1,1.1,87.0,71.2,80.7,0.0,82.9,23.7,51.0,57.6,57.9,59.0,68.0,50.0,63.0,5.9,12.5,71.0,N/A,N/A,71.0,5.7,72.2,94.0,4.0,10.3,1.0,59.0,1.0,55.0,20.1,21.0,38.0,68.0,8.0,62.0,3.3,16.7,73.0,N/A,N/A,3.0,86.3,46.3,3.0,41.3,55.4,13.0,25.5,11.1,12.0,91.2,82.0
N/A,47157005500,Shelby County,Tennessee,2018,33.0,34.0,32.0,24.0,8.0,41.0,4.0,2.1,-25.9,13.0,5.4,-17.3,16.0,4.1,1.1,95.0,72.0,84.9,0.0,82.9,23.7,52.0,57.0,57.9,42.0,33.0,50.0,63.0,5.9,12.5,27.0,N/A,N/A,9.0,1.6,-32.3,94.0,4.0,10.3,1.0,60.0,1.0,55.0,20.1,21.0,34.0,62.0,5.0,65.0,5.7,24.6,58.0,N/A,N/A,3.0,86.6,48.2,2.0,41.5,57.1,8.0,25.5,7.9,7.0,92.3,81.4
N/A,47157005500,Shelby County,Tennessee,2019,40.0,46.0,34.0,28.0,16.0,40.0,6.0,1.8,-10.2,26.0,16.5,7.9,16.0,4.1,1.1,96.0,72.5,85.4,0.0,83.9,22.6,49.0,56.5,55.9,56.0,63.0,50.0,39.0,13.7,7.9,76.0,N/A,N/A,73.0,8.6,215.4,94.0,4.0,10.3,2.0,60.0,2.0,55.0,20.1,21.0,36.0,60.0,13.0,65.0,9.2,30.4,56.0,N/A,N/A,4.0,87.0,52.8,3.0,41.6,56.0,39.0,25.3,21.2,6.0,93.3,82.0
N/A,47157005500,Shelby County,Tennessee,2020,35.0,45.0,25.0,42.0,42.0,42.0,18.0,1.5,-3.3,66.0,25.2,125.6,16.0,4.1,1.1,95.0,72.8,84.9,0.0,84.9,23.6,55.0,55.8,57.8,38.0,58.0,17.0,42.0,7.4,2.9,74.0,N/A,N/A,57.0,8.1,22.1,10.0,3.4,1.4,4.0,61.0,4.0,38.0,20.6,18.2,26.0,35.0,17.0,45.0,12.2,15.9,25.0,N/A,N/A,3.0,87.5,48.9,4.0,41.6,54.6,58.0,25.4,28.5,3.0,94.2,79.9
N/A,47157005500,Shelby County,Tennessee,2021,30.0,29.0,31.0,44.0,53.0,36.0,53.0,-0.0,5.1,,25.7,,16.0,4.1,1.1,65.0,73.3,77.1,0.0,89.1,25.5,65.0,55.6,61.7,22.0,17.0,26.0,26.0,5.3,-7.1,19.0,N/A,N/A,7.0,7.1,-88.3,45.0,5.0,4.6,1.0,59.0,1.0,33.0,20.6,17.1,23.0,16.0,30.0,8.0,13.8,0.2,23.0,N/A,N/A,3.0,88.8,53.0,50.0,41.3,41.2,67.0,27.5,35.5,1.0,95.0,74.2
N/A,47157005500,Shelby County,Tennessee,2022,36.0,39.0,32.0,36.0,35.0,38.0,35.0,-0.3,-0.7,,31.6,,16.0,4.1,1.1,76.0,72.9,79.7,0.0,90.6,29.2,60.0,56.3,60.1,33.0,45.0,21.0,63.0,-15.0,-9.2,33.0,N/A,N/A,38.0,17.9,16.1,29.0,5.1,3.4,1.0,60.0,1.0,33.0,21.1,17.7,38.0,38.0,38.0,3.0,14.5,-12.2,74.0,N/A,N/A,1.0,88.8,38.8,63.0,41.3,39.3,87.0,27.4,50.6,0.0,94.9,69.9
N/A,47157005500,Shelby County,Tennessee,2023,29.0,31.5,27.0,38.0,36.0,40.0,36.0,-0.5,-0.5,,48.8,,16.0,4.1,1.1,79.0,72.2,79.9,0.0,91.7,43.3,63.0,56.7,61.7,33.5,44.5,22.0,44.0,21.2,15.3,33.0,N/A,N/A,57.5,0.0,12.5,31.0,4.2,2.9,1.0,60.0,1.0,33.0,20.7,17.5,17.0,14.0,20.0,3.0,16.7,-12.6,26.0,N/A,N/A,1.0,88.8,44.0,58.0,41.5,40.2,,27.8,,2.0,95.0,77.3
N/A,47157005500,Shelby County,Tennessee,2024,34.0,38.0,30.0,40.0,40.0,40.0,40.0,-0.3,0.9,,48.8,,16.0,4.1,1.1,79.0,72.2,79.9,0.0,91.7,43.3,63.0,56.7,61.7,30.0,30.0,31.0,25.0,0.0,-14.7,25.0,N/A,N/A,40.0,0.0,0.0,68.0,3.6,5.2,1.0,60.0,1.0,23.0,1.3,0.7,32.0,45.0,20.0,3.0,16.7,-12.6,87.0,N/A,N/A,1.0,88.8,44.0,58.0,41.5,40.2,,27.8,,2.0,95.0,77.3
N/A,47157005500,Shelby County,Tennessee,2025,37.0,39.0,35.0,40.0,40.0,40.0,40.0,-0.3,0.9,,48.8,,16.0,4.1,1.1,79.0,72.2,79.9,0.0,91.7,43.3,63.0,56.7,61.7,46.0,47.0,44.0,52.0,12.1,12.1,50.0,N/A,N/A,40.0,0.0,0.0,93.0,3.2,10.8,1.0,60.0,1.0,38.0,20.5,18.1,24.0,29.0,20.0,3.0,16.7,-12.6,55.0,N/A,N/A,1.0,88.8,44.0,58.0,41.5,40.2,,27.8,,2.0,95.0,77.3
N/A,47157005700,Shelby County,Tennessee,2017,40.0,46.0,35.0,48.0,49.0,46.0,28.0,2.1,-0.1,70.0,-0.4,117.6,12.0,4.1,0.8,80.0,71.2,78.6,0.0,82.9,23.7,94.0,57.6,78.9,37.0,45.0,29.0,66.0,5.9,57.1,2.0,N/A,N/A,66.0,5.7,75.0,82.0,4.0,7.1,1.0,59.0,1.0,5.0,20.1,8.7,37.0,44.0,30.0,27.0,3.3,-0.1,60.0,N/A,N/A,19.0,86.3,70.3,14.0,41.3,48.6,86.0,25.5,43.8,3.0,91.2,76.4
N/A,47157005700,Shelby County,Tennessee,2018,42.0,48.0,36.0,56.0,66.0,47.0,63.0,2.1,11.9,70.0,5.4,139.8,12.0,4.1,0.8,78.0,72.0,78.6,0.0,82.9,23.7,98.0,57.0,83.7,48.0,66.0,29.0,66.0,5.9,57.1,,N/A,N/A,67.0,1.6,128.6,82.0,4.0,7.1,1.0,60.0,1.0,5.0,20.1,8.7,21.0,11.0,31.0,11.0,5.7,-5.1,,N/A,N/A,14.0,86.6,66.9,17.0,41.5,47.9,92.0,25.5,50.5,1.0,92.3,72.9
N/A,47157005700,Shelby County,Tennessee,2019,37.0,38.0,36.0,42.0,36.0,48.0,65.0,1.8,13.0,6.0,16.5,-36.6,12.0,4.1,0.8,84.0,72.5,80.8,0.0,83.9,20.9,97.0,56.5,81.9,35.0,41.0,29.0,55.0,13.7,27.3,67.0,N/A,N/A,2.0,8.6,-31.2,82.0,4.0,7.1,1.0,60.0,1.0,5.0,20.1,8.7,34.0,36.0,32.0,5.0,9.2,-10.6,67.0,N/A,N/A,11.0,87.0,64.1,25.0,41.6,46.1,94.0,25.3,54.3,0.0,93.3,70.6
N/A,47157005700,Shelby County,Tennessee,2020,35.0,35.0,35.0,45.0,41.0,49.0,68.0,1.5,18.4,14.0,25.2,-3.7,12.0,4.1,0.8,89.0,72.8,82.5,0.0,84.9,20.0,96.0,55.8,80.5,45.0,62.0,28.0,60.0,7.4,28.6,65.0,N/A,N/A,60.0,8.1,36.4,77.0,3.4,5.6,1.0,61.0,1.0,5.0,20.6,8.5,16.0,2.0,29.0,4.0,12.2,-10.0,1.0,N/A,N/A,6.0,87.5,57.5,34.0,41.6,44.2,75.0,25.4,35.9,0.0,94.2,65.1
N/A,47157005700,Shelby County,Tennessee,2021,22.0,19.0,25.0,44.0,36.0,51.0,61.0,-0.0,8.9,10.0,25.7,-24.5,12.0,4.1,0.8,97.0,73.3,88.3,0.0,89.1,30.4,96.0,55.6,81.9,8.0,11.0,4.0,22.0,5.3,0.0,10.0,N/A,N/A,1.0,7.1,-46.7,,,,1.0,59.0,2.0,6.0,20.6,9.5,16.0,10.0,21.0,4.0,13.8,-7.9,17.0,N/A,N/A,2.0,88.8,49.9,62.0,41.3,39.3,,27.5,,0.0,95.0,62.4
N/A,47157005700,Shelby County,Tennessee,2022,29.0,35.0,23.0,50.0,56.0,44.0,56.0,-0.3,6.5,,31.6,,12.0,4.1,0.8,66.0,72.9,77.0,0.0,90.6,35.0,97.0,56.3,82.7,24.0,43.0,5.0,58.0,-15.0,5.6,4.0,N/A,N/A,67.0,17.9,175.0,,,,5.0,60.0,6.0,5.0,21.1,9.3,13.0,6.0,20.0,5.0,14.5,-8.2,8.0,N/A,N/A,2.0,88.8,48.7,59.0,41.3,39.9,,27.4,,0.0,94.9,61.2
N/A,47157005700,Shelby County,Tennessee,2023,36.0,44.0,27.0,30.0,22.0,37.0,22.0,-0.5,-6.9,,48.8,,12.0,4.1,0.8,40.0,72.2,69.4,0.0,91.7,44.9,95.0,56.7,80.7,32.0,51.0,13.0,67.0,21.2,94.7,66.0,N/A,N/A,19.0,0.0,-0.0,28.0,4.2,2.7,5.0,60.0,6.0,5.0,20.7,9.1,45.0,58.0,32.0,,16.7,,58.0,N/A,N/A,8.0,88.8,65.7,87.0,41.5,35.0,,27.8,,0.0,95.0,63.9
N/A,47157005700,Shelby County,Tennessee,2024,36.0,44.0,28.0,26.0,16.0,37.0,16.0,-0.3,-11.7,,48.8,,12.0,4.1,0.8,40.0,72.2,69.4,0.0,91.7,44.9,95.0,56.7,80.7,33.0,50.0,16.0,51.0,0.0,10.8,65.0,N/A,N/A,34.0,0.0,0.0,30.0,3.6,2.4,5.0,60.0,6.0,13.0,1.3,0.4,48.0,65.0,32.0,,16.7,,65.0,N/A,N/A,8.0,88.8,65.7,87.0,41.5,35.0,,27.8,,0.0,95.0,63.9
N/A,47157005700,Shelby County,Tennessee,2025,27.0,26.0,28.0,26.0,16.0,37.0,16.0,-0.3,-11.7,,48.8,,12.0,4.1,0.8,40.0,72.2,69.4,0.0,91.7,44.9,95.0,56.7,80.7,20.0,27.0,14.0,15.0,12.1,0.0,33.0,N/A,N/A,34.0,0.0,0.0,35.0,3.2,2.4,5.0,60.0,6.0,3.0,20.5,8.0,33.0,34.0,32.0,,16.7,,34.0,N/A,N/A,8.0,88.8,65.7,87.0,41.5,35.0,,27.8,,0.0,95.0,63.9
N/A,47157006000,Shelby County,Tennessee,2017,30.0,36.0,25.0,50.0,52.0,49.0,33.0,2.1,1.1,71.0,-0.4,119.2,34.0,4.1,2.4,74.0,71.2,76.8,0.0,82.9,29.2,88.0,57.6,74.9,8.0,13.0,4.0,6.0,5.9,-14.3,24.0,N/A,N/A,8.0,5.7,-16.7,,,,1.0,59.0,1.0,8.0,20.1,10.0,32.0,44.0,21.0,29.0,3.3,0.7,60.0,N/A,N/A,10.0,86.3,61.4,43.0,41.3,42.5,28.0,25.5,17.4,2.0,91.2,74.2
N/A,47157006000,Shelby County,Tennessee,2018,28.0,33.0,24.0,48.0,47.0,48.0,27.0,2.1,-0.4,67.0,5.4,56.8,34.0,4.1,2.4,66.0,72.0,75.7,0.0,82.9,29.2,90.0,57.0,75.5,21.0,38.0,4.0,6.0,5.9,-14.3,46.0,N/A,N/A,63.0,1.6,40.0,,,,1.0,60.0,1.0,8.0,20.1,10.0,16.0,13.0,20.0,14.0,5.7,-2.9,12.0,N/A,N/A,10.0,86.6,61.9,43.0,41.5,42.6,22.0,25.5,15.3,3.0,92.3,77.8
N/A,47157006000,Shelby County,Tennessee,2019,25.0,27.0,23.0,30.0,14.0,45.0,22.0,1.8,-2.0,6.0,16.5,-43.7,34.0,4.1,2.4,63.0,72.5,75.4,0.0,83.9,25.0,84.0,56.5,71.5,24.0,44.0,5.0,10.0,13.7,0.0,65.0,N/A,N/A,56.0,8.6,28.6,,,,2.0,60.0,2.0,8.0,20.1,10.0,20.0,22.0,18.0,17.0,9.2,1.8,26.0,N/A,N/A,10.0,87.0,62.6,39.0,41.6,43.4,20.0,25.3,14.1,5.0,93.3,81.4
N/A,47157006000,Shelby County,Tennessee,2020,24.0,28.0,20.0,25.0,8.0,42.0,9.0,1.5,-8.0,6.0,25.2,-67.9,34.0,4.1,2.4,54.0,72.8,73.8,0.0,84.9,23.3,79.0,55.8,68.3,24.0,45.0,4.0,66.0,7.4,50.0,60.0,N/A,N/A,9.0,8.1,-11.1,,,,2.0,61.0,2.0,5.0,20.6,8.7,24.0,32.0,15.0,18.0,12.2,4.9,45.0,N/A,N/A,9.0,87.5,62.8,29.0,41.6,45.3,17.0,25.4,12.6,6.0,94.2,83.2
N/A,47157006000,Shelby County,Tennessee,2021,24.0,27.0,20.0,26.0,9.0,42.0,13.0,-0.0,-10.3,5.0,25.7,-67.4,34.0,4.1,2.4,65.0,73.3,77.1,0.0,89.1,30.2,67.0,55.6,62.7,22.0,41.0,3.0,2.0,5.3,-38.9,58.0,N/A,N/A,63.0,7.1,62.5,,,,1.0,59.0,1.0,5.0,20.6,8.5,23.0,30.0,16.0,23.0,13.8,8.6,37.0,N/A,N/A,6.0,88.8,61.2,17.0,41.3,48.3,31.0,27.5,19.9,8.0,95.0,85.0
N/A,47157006000,Shelby County,Tennessee,2022,20.0,24.0,17.0,25.0,10.0,40.0,14.0,-0.3,-13.5,5.0,31.6,-71.7,34.0,4.1,2.4,49.0,72.9,72.6,0.0,90.6,41.3,75.0,56.3,66.9,22.0,42.0,3.0,55.0,-15.0,0.0,9.0,N/A,N/A,61.0,17.9,69.2,,,,2.0,60.0,2.0,4.0,21.1,8.2,14.0,21.0,8.0,14.0,14.5,3.7,28.0,N/A,N/A,5.0,88.8,60.3,16.0,41.3,48.7,,27.4,,3.0,94.9,79.9
N/A,47157006000,Shelby County,Tennessee,2023,24.0,30.0,18.0,26.0,11.0,40.0,17.0,-0.5,-10.8,5.0,48.8,-52.0,34.0,4.1,2.4,54.0,72.2,73.3,0.0,91.7,49.7,70.0,56.7,65.1,26.0,49.0,3.0,65.0,21.2,72.7,62.0,N/A,N/A,20.0,0.0,-27.3,,,,2.0,60.0,2.0,4.0,20.7,8.6,21.0,30.0,12.0,31.0,16.7,14.2,28.0,N/A,N/A,10.0,88.8,68.7,23.0,41.5,46.7,,27.8,,2.0,95.0,78.4
N/A,47157006000,Shelby County,Tennessee,2024,23.0,25.0,21.0,26.0,12.0,40.0,19.0,-0.3,-8.5,5.0,48.8,-52.0,34.0,4.1,2.4,54.0,72.2,73.3,0.0,91.7,49.7,70.0,56.7,65.1,17.0,22.0,12.0,22.0,0.0,-5.3,10.0,N/A,N/A,34.0,0.0,0.0,,,,2.0,60.0,2.0,23.0,1.3,0.7,27.0,42.0,12.0,31.0,16.7,14.2,54.0,N/A,N/A,10.0,88.8,68.7,23.0,41.5,46.7,,27.8,,2.0,95.0,78.4
N/A,47157006000,Shelby County,Tennessee,2025,24.0,30.0,19.0,26.0,12.0,40.0,19.0,-0.3,-8.5,5.0,48.8,-52.0,34.0,4.1,2.4,54.0,72.2,73.3,0.0,91.7,49.7,70.0,56.7,65.1,24.0,44.0,4.0,63.0,12.1,33.3,35.0,N/A,N/A,34.0,0.0,0.0,,,,2.0,60.0,2.0,5.0,20.5,9.1,22.0,33.0,12.0,31.0,16.7,14.2,35.0,N/A,N/A,10.0,88.8,68.7,23.0,41.5,46.7,,27.8,,2.0,95.0,78.4
N/A,47157007100,Shelby County,Tennessee,2017,55.0,65.0,45.0,52.0,44.0,59.0,15.0,2.1,-4.7,73.0,-0.4,15.4,61.0,4.1,5.7,52.0,71.2,71.7,28.0,82.9,74.6,96.0,57.6,81.9,56.0,66.0,45.0,70.0,5.9,44.4,53.0,N/A,N/A,76.0,5.7,80.8,,,,79.0,59.0,86.0,11.0,20.1,11.4,59.0,86.0,32.0,96.0,3.3,22.8,76.0,N/A,N/A,50.0,86.3,86.1,0.0,41.3,70.5,36.0,25.5,20.5,40.0,91.2,89.4
N/A,47157007100,Shelby County,Tennessee,2018,46.0,45.0,46.0,52.0,42.0,62.0,16.0,2.1,-4.0,69.0,5.4,19.3,61.0,4.1,5.7,60.0,72.0,74.4,28.0,82.9,74.6,97.0,57.0,83.4,41.0,35.0,47.0,70.0,5.9,44.4,23.0,N/A,N/A,12.0,1.6,-42.6,,,,83.0,60.0,89.0,11.0,20.1,11.4,44.0,59.0,29.0,95.0,5.7,24.1,23.0,N/A,N/A,50.0,86.6,86.7,0.0,41.5,69.6,30.0,25.5,18.2,36.0,92.3,89.9
N/A,47157007100,Shelby County,Tennessee,2019,51.0,50.0,52.0,51.0,36.0,66.0,17.0,1.8,-3.9,54.0,16.5,15.1,61.0,4.1,5.7,73.0,72.5,77.8,30.0,83.9,76.5,98.0,56.5,84.2,54.0,57.0,51.0,50.0,13.7,19.2,47.0,N/A,N/A,74.0,8.6,48.1,,,,91.0,60.0,94.0,11.0,20.1,11.4,48.0,58.0,38.0,56.0,9.2,5.6,59.0,N/A,N/A,60.0,87.0,89.7,0.0,41.6,63.0,48.0,25.3,24.5,42.0,93.3,92.2
N/A,47157007100,Shelby County,Tennessee,2020,45.0,37.0,53.0,59.0,50.0,68.0,47.0,1.5,3.9,53.0,25.2,22.1,61.0,4.1,5.7,84.0,72.8,81.1,27.0,84.9,76.6,98.0,55.8,83.3,36.0,20.0,52.0,10.0,7.4,-12.9,32.0,N/A,N/A,17.0,8.1,-15.0,,,,94.0,61.0,96.0,10.0,20.6,11.1,41.0,42.0,40.0,34.0,12.2,-5.9,49.0,N/A,N/A,52.0,87.5,88.2,2.0,41.6,57.0,51.0,25.4,25.9,55.0,94.2,94.8
N/A,47157007100,Shelby County,Tennessee,2021,51.0,51.0,51.0,66.0,68.0,65.0,68.0,-0.0,16.6,68.0,25.7,44.6,61.0,4.1,5.7,80.0,73.3,81.0,21.0,89.1,80.3,98.0,55.6,85.2,50.0,47.0,52.0,72.0,5.3,51.9,14.0,N/A,N/A,56.0,7.1,17.6,,,,95.0,59.0,96.0,9.0,20.6,10.8,36.0,37.0,35.0,33.0,13.8,-14.9,41.0,N/A,N/A,42.0,88.8,86.5,10.0,41.3,50.7,14.0,27.5,12.9,74.0,95.0,97.4
